                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.0365,                0.73245,                 1.0862,                 1.4665,                 1.1854,                 1.0931,                0.52907,                 0.4027,                0.36477,                0.22634,                 1.4658,                 1.3994,                 1.3472,                 1.8912,                   2.25,                  1.275,              0.0005324,              0.0005324,              0.0005324
                     91,                 1.0425,                0.73647,                 1.0923,                 1.4504,                 1.1853,                 1.1032,                0.57903,                0.39504,                0.36061,                 0.2308,                 1.4603,                 1.3701,                 1.3287,                 1.9045,                 2.2035,                 1.2985,              0.0005195,              0.0005195,              0.0005195
                     92,                 1.0495,                0.74191,                 1.0898,                 1.4839,                 1.2189,                 1.0966,                0.44959,                 0.3956,                0.33992,                 0.2159,                 1.4823,                 1.4745,                 1.3662,                  1.906,                 2.3061,                 1.3156,             0.00050661,             0.00050661,             0.00050661
                     93,                 1.0386,                 0.7299,                 1.0909,                 1.4505,                 1.1749,                 1.0964,                0.51595,                  0.402,                0.36497,                 0.2296,                 1.4582,                 1.3899,                 1.3231,                 1.8902,                 2.1839,                 1.3001,             0.00049372,             0.00049372,             0.00049372
                     94,                 1.0309,                0.73005,                 1.0868,                 1.4264,                 1.1856,                 1.0972,                0.53148,                0.39353,                0.34938,                0.22494,                 1.4583,                 1.4999,                 1.3213,                 1.8997,                 2.3007,                 1.2986,             0.00048083,             0.00048083,             0.00048083
                     95,                 1.0265,                0.70597,                 1.0688,                  1.427,                 1.1145,                 1.0773,                0.57867,                0.36796,                 0.3488,                0.21814,                 1.4901,                 1.4729,                 1.3544,                 1.8972,                 2.3186,                 1.3225,             0.00046793,             0.00046793,             0.00046793
                     96,                 1.0063,                0.71328,                 1.0786,                 1.3999,                 1.1562,                  1.089,                0.55023,                0.38041,                0.34071,                0.21802,                 1.4797,                 1.4989,                 1.3329,                 1.9021,                 2.3216,                 1.3071,             0.00045504,             0.00045504,             0.00045504
                     97,                 1.0264,                0.72293,                 1.0791,                 1.4291,                 1.1737,                 1.0885,                0.57209,                 0.4074,                0.36459,                0.23218,                 1.4524,                 1.4391,                 1.3195,                 1.8841,                 2.2729,                 1.2907,             0.00044215,             0.00044215,             0.00044215
                     98,                 1.0377,                0.73195,                 1.0768,                 1.4706,                 1.2041,                 1.0917,                0.53468,                0.38529,                 0.3493,                0.22821,                 1.4404,                 1.5036,                 1.3101,                 1.8905,                 2.3266,                 1.2974,             0.00042925,             0.00042925,             0.00042925
                     99,                 0.9958,                0.69248,                 1.0768,                 1.3997,                 1.1151,                 1.0858,                0.53802,                0.40026,                 0.3552,                0.22604,                 1.4401,                 1.4596,                 1.3124,                 1.8597,                 2.2621,                 1.2922,             0.00041636,             0.00041636,             0.00041636
                    100,                0.99442,                0.68298,                 1.0639,                 1.3882,                 1.0975,                 1.0752,                0.52849,                0.40426,                0.35513,                0.22778,                 1.4577,                 1.4791,                 1.3412,                  1.876,                 2.3316,                 1.3219,             0.00040347,             0.00040347,             0.00040347
                    101,                0.98511,                0.67918,                 1.0569,                 1.4026,                 1.1149,                 1.0706,                0.56909,                0.39608,                0.34929,                0.22063,                 1.4545,                 1.4616,                 1.3308,                 1.8664,                 2.3436,                 1.3074,             0.00039057,             0.00039057,             0.00039057
                    102,                 1.0054,                0.69496,                 1.0689,                  1.422,                 1.1348,                 1.0774,                 0.5473,                0.40924,                0.36259,                0.23928,                 1.4388,                 1.4703,                 1.3034,                 1.8908,                 2.3109,                 1.3077,             0.00037768,             0.00037768,             0.00037768
                    103,                0.98419,                0.67038,                 1.0567,                 1.3856,                 1.0887,                 1.0705,                0.57883,                0.38529,                0.35816,                 0.2309,                 1.4606,                 1.4529,                 1.3169,                    1.9,                 2.2995,                 1.3191,             0.00036479,             0.00036479,             0.00036479
                    104,                0.99162,                0.68254,                 1.0533,                 1.4108,                 1.1109,                 1.0661,                0.54602,                0.41209,                 0.3654,                0.23498,                 1.4347,                  1.409,                 1.3301,                 1.8745,                 2.2492,                 1.2952,             0.00035189,             0.00035189,             0.00035189
                    105,                0.96094,                0.66866,                 1.0491,                 1.3777,                 1.0792,                  1.062,                0.53783,                0.41773,                0.35004,                0.22765,                 1.4404,                 1.4361,                 1.3397,                 1.8842,                 2.2846,                 1.3103,               0.000339,               0.000339,               0.000339
                    106,                  0.967,                0.65969,                 1.0583,                 1.3742,                 1.0837,                 1.0749,                0.50603,                0.41197,                0.35409,                0.22809,                 1.4367,                 1.5152,                 1.3198,                  1.864,                 2.3767,                 1.2935,             0.00032611,             0.00032611,             0.00032611
                    107,                0.94285,                0.66428,                 1.0477,                 1.3506,                 1.0962,                 1.0635,                0.54138,                0.41054,                0.36781,                0.23134,                  1.442,                 1.4543,                 1.3292,                 1.8851,                  2.318,                 1.2873,             0.00031321,             0.00031321,             0.00031321
                    108,                 0.9789,                0.66747,                 1.0487,                 1.4042,                 1.1029,                 1.0603,                0.56557,                0.40191,                 0.3627,                0.22985,                 1.4448,                 1.4496,                 1.3295,                  1.889,                 2.2734,                 1.3139,             0.00030032,             0.00030032,             0.00030032
                    109,                0.95403,                0.65261,                 1.0441,                 1.3689,                 1.0696,                 1.0593,                0.54551,                0.39304,                0.34909,                  0.227,                 1.4267,                 1.4612,                 1.3201,                 1.8762,                 2.2717,                 1.2903,             0.00028743,             0.00028743,             0.00028743
                    110,                0.95211,                0.64642,                 1.0453,                 1.3482,                 1.0499,                 1.0596,                0.49153,                0.40148,                0.35048,                0.22794,                 1.4393,                 1.4708,                 1.3093,                  1.891,                 2.2839,                 1.2879,             0.00027453,             0.00027453,             0.00027453
                    111,                0.95343,                0.65092,                 1.0379,                 1.3699,                 1.0721,                 1.0517,                0.56586,                0.39926,                0.35973,                0.23311,                 1.4506,                 1.4579,                 1.3382,                 1.9043,                 2.2886,                 1.2963,             0.00026164,             0.00026164,             0.00026164
                    112,                0.94221,                0.63978,                 1.0355,                 1.3841,                 1.0626,                 1.0478,                0.56769,                0.39195,                0.35108,                0.22555,                 1.4551,                 1.4918,                 1.3417,                 1.8739,                 2.3321,                  1.298,             0.00024875,             0.00024875,             0.00024875
                    113,                0.94057,                0.63166,                 1.0324,                 1.3477,                 1.0265,                 1.0468,                0.59928,                0.38669,                0.36067,                0.23274,                 1.4488,                 1.4515,                 1.3404,                 1.8957,                 2.3266,                 1.2884,             0.00023585,             0.00023585,             0.00023585
                    114,                0.94111,                0.63549,                 1.0412,                 1.3421,                 1.0394,                 1.0498,                0.55585,                0.39556,                0.35823,                0.23092,                 1.4455,                 1.4631,                 1.3353,                 1.8829,                 2.3045,                 1.3012,             0.00022296,             0.00022296,             0.00022296
                    115,                0.94138,                0.62863,                 1.0287,                 1.3604,                 1.0393,                 1.0417,                0.54489,                0.41645,                0.35216,                0.22707,                 1.4268,                 1.4719,                 1.3188,                  1.888,                  2.352,                 1.2884,             0.00021007,             0.00021007,             0.00021007
                    116,                0.94223,                0.64337,                 1.0347,                 1.3462,                 1.0646,                 1.0522,                0.58636,                 0.4027,                0.35652,                0.22682,                 1.4526,                 1.4439,                 1.3362,                 1.9005,                 2.3074,                 1.3004,             0.00019717,             0.00019717,             0.00019717
                    117,                0.92353,                0.63045,                  1.032,                 1.3322,                 1.0501,                 1.0487,                0.53797,                0.40924,                0.34942,                0.22444,                  1.458,                  1.503,                 1.3441,                 1.8817,                 2.3427,                 1.3047,             0.00018428,             0.00018428,             0.00018428
                    118,                0.93904,                0.63918,                 1.0315,                   1.35,                 1.0489,                 1.0457,                0.55887,                0.39016,                0.34812,                0.22342,                 1.4472,                 1.4844,                 1.3509,                 1.8901,                 2.3382,                 1.3012,             0.00017139,             0.00017139,             0.00017139
                    119,                0.93064,                0.62612,                 1.0216,                 1.2792,                 1.0266,                 1.0412,                0.57521,                0.38964,                0.34303,                0.22252,                 1.4454,                 1.4919,                 1.3565,                  1.914,                 2.3208,                 1.3101,              0.0001585,              0.0001585,              0.0001585
                    120,                 0.9313,                0.61133,                  1.015,                 1.3011,                 1.0312,                 1.0363,                0.51765,                0.40286,                0.34131,                0.22008,                 1.4481,                  1.521,                  1.358,                 1.8971,                 2.3649,                 1.3043,              0.0001456,              0.0001456,              0.0001456
                    121,                0.91239,                0.60561,                 1.0178,                 1.2825,                 1.0045,                 1.0435,                0.53089,                0.39746,                0.34542,                0.22116,                 1.4569,                 1.5265,                 1.3586,                 1.8863,                 2.3796,                 1.2908,             0.00013271,             0.00013271,             0.00013271
                    122,                0.91701,                0.60285,                 1.0099,                 1.2836,                 1.0062,                 1.0349,                0.53931,                 0.4102,                0.35442,                0.22507,                 1.4677,                 1.5355,                 1.3718,                 1.9031,                 2.3662,                 1.3199,             0.00011982,             0.00011982,             0.00011982
                    123,                0.91368,                0.60694,                 1.0126,                 1.2795,                 1.0176,                 1.0343,                 0.5415,                0.40566,                0.35584,                0.22851,                 1.4637,                 1.5148,                 1.3684,                 1.9134,                 2.3386,                  1.312,             0.00010692,             0.00010692,             0.00010692
                    124,                0.89507,                0.59836,                 1.0063,                 1.2687,                0.99702,                 1.0308,                0.53109,                0.39486,                0.34342,                 0.2196,                 1.4598,                 1.5276,                  1.367,                 1.9198,                 2.3423,                  1.331,             9.4029e-05,             9.4029e-05,             9.4029e-05
                    125,                0.89164,                 0.5839,                0.99352,                 1.2613,                0.96995,                 1.0171,                 0.5604,                0.38529,                0.34435,                0.22439,                 1.4581,                 1.5144,                 1.3611,                 1.9108,                 2.3506,                 1.3121,             8.1136e-05,             8.1136e-05,             8.1136e-05
                    126,                0.88182,                0.57684,                0.99162,                 1.2521,                0.96664,                 1.0204,                0.59221,                0.38529,                0.35481,                0.23012,                 1.4611,                 1.4894,                 1.3636,                 1.9141,                 2.3301,                 1.3089,             6.8243e-05,             6.8243e-05,             6.8243e-05
                    127,                0.88642,                0.58394,                 1.0008,                 1.2454,                0.97754,                 1.0248,                0.57346,                0.38581,                0.35616,                0.22718,                 1.4694,                 1.5198,                  1.369,                 1.9078,                 2.3167,                 1.3137,              5.535e-05,              5.535e-05,              5.535e-05
                    128,                0.88361,                0.56892,                0.99567,                 1.2598,                0.95611,                 1.0179,                0.54537,                0.39138,                0.34548,                0.22458,                 1.4703,                 1.5306,                 1.3661,                 1.9053,                 2.3484,                 1.3116,             4.2456e-05,             4.2456e-05,             4.2456e-05
