                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.73229,                0.61632,                 1.1477,                0.83983,                0.76445,                  1.193,                0.59408,                0.43544,                0.45379,                0.32124,                 1.3769,                 1.8959,                 1.6997,                 1.4701,                 2.3699,                 1.7351,             0.00039057,             0.00039057,             0.00039057
                    102,                0.73201,                0.62618,                 1.1326,                 0.8404,                0.76965,                 1.1748,                0.58745,                0.43785,                0.46278,                0.32386,                 1.3728,                 1.8182,                 1.7031,                 1.4853,                 2.1694,                 1.7219,             0.00037768,             0.00037768,             0.00037768
                    103,                0.72826,                0.61607,                 1.1425,                0.83563,                0.76749,                 1.1869,                0.63016,                0.52012,                0.52107,                 0.3558,                 1.3556,                 1.6578,                  1.663,                 1.4612,                 2.0592,                  1.705,             0.00036479,             0.00036479,             0.00036479
                    104,                0.73034,                0.62297,                 1.1337,                0.84878,                0.76859,                 1.1769,                0.61204,                0.47834,                0.48976,                0.34785,                 1.4285,                 1.8391,                  1.734,                  1.483,                 2.2101,                 1.7281,             0.00035189,             0.00035189,             0.00035189
                    105,                0.73424,                0.61001,                 1.1389,                0.84193,                0.72466,                 1.1769,                0.60746,                 0.4764,                0.48074,                0.33912,                 1.3708,                  1.767,                  1.688,                 1.4821,                 2.1677,                 1.7467,               0.000339,               0.000339,               0.000339
                    106,                0.70046,                0.60719,                 1.1218,                0.80785,                0.73867,                 1.1586,                0.61906,                 0.4515,                0.46694,                 0.3318,                 1.3707,                 1.8047,                 1.6979,                 1.4775,                 2.2574,                 1.7401,             0.00032611,             0.00032611,             0.00032611
                    107,                0.71561,                0.59651,                 1.1236,                 0.8245,                0.74333,                 1.1643,                0.60726,                0.47423,                0.48423,                0.34269,                 1.4351,                 1.8866,                 1.7464,                 1.5167,                 2.2447,                 1.7605,             0.00031321,             0.00031321,             0.00031321
                    108,                0.71545,                0.59045,                 1.1289,                0.81672,                0.73129,                 1.1689,                0.64726,                0.46286,                 0.4622,                 0.3302,                 1.4116,                  1.841,                 1.7288,                 1.5037,                 2.2412,                 1.7641,             0.00030032,             0.00030032,             0.00030032
                    109,                0.70686,                0.59812,                 1.1341,                0.80998,                0.74029,                 1.1728,                0.62369,                0.44463,                0.43768,                0.31177,                 1.4346,                 1.9932,                 1.7489,                 1.5637,                  2.392,                 1.8039,             0.00028743,             0.00028743,             0.00028743
                    110,                0.69077,                0.57746,                 1.1166,                0.78954,                0.71589,                 1.1623,                0.64349,                0.46509,                0.47522,                0.32923,                   1.44,                 1.8246,                 1.7754,                 1.5232,                 2.3221,                 1.7711,             0.00027453,             0.00027453,             0.00027453
                    111,                0.69514,                0.60793,                 1.1277,                0.79628,                0.75551,                  1.171,                0.69327,                0.42546,                0.44496,                0.30945,                 1.4302,                 1.9127,                 1.7668,                  1.526,                 2.4977,                 1.7992,             0.00026164,             0.00026164,             0.00026164
                    112,                0.68786,                 0.5516,                 1.1058,                 0.7897,                0.67458,                 1.1438,                0.67216,                0.43651,                0.47376,                0.33053,                 1.3783,                  1.875,                 1.6993,                 1.4737,                  2.379,                 1.7431,             0.00024875,             0.00024875,             0.00024875
                    113,                0.68678,                0.58172,                 1.1187,                0.78739,                0.72225,                 1.1611,                 0.5854,                0.46443,                0.47873,                0.33794,                 1.3813,                 1.8886,                 1.7225,                 1.4824,                 2.1801,                 1.7313,             0.00023585,             0.00023585,             0.00023585
                    114,                0.68649,                0.57885,                 1.1181,                0.78889,                0.72768,                 1.1644,                0.58653,                0.44269,                0.45173,                0.32565,                 1.4077,                  1.879,                 1.7382,                 1.5257,                 2.3123,                 1.7505,             0.00022296,             0.00022296,             0.00022296
                    115,                0.67037,                0.55791,                 1.1048,                0.76469,                0.67707,                 1.1503,                0.72799,                0.40547,                0.46923,                0.33219,                 1.4174,                 1.9199,                 1.7475,                 1.4993,                 2.3171,                  1.735,             0.00021007,             0.00021007,             0.00021007
                    116,                0.67759,                 0.5619,                  1.108,                0.78668,                0.69707,                 1.1463,                0.58797,                0.47266,                0.48092,                0.33917,                 1.3834,                 1.8751,                 1.7361,                 1.4943,                 2.3087,                 1.7429,             0.00019717,             0.00019717,             0.00019717
                    117,                0.67394,                 0.5649,                 1.1171,                0.77648,                0.70879,                 1.1583,                0.54034,                0.49284,                0.47003,                0.32719,                 1.4042,                 1.8812,                 1.7593,                  1.531,                  2.318,                 1.7553,             0.00018428,             0.00018428,             0.00018428
                    118,                0.67798,                0.55736,                 1.1038,                0.77587,                0.69434,                 1.1477,                0.57165,                0.50553,                  0.473,                 0.3291,                 1.4232,                 1.8962,                 1.7577,                 1.4857,                 2.3425,                 1.7382,             0.00017139,             0.00017139,             0.00017139
                    119,                 0.6354,                0.47385,                 1.1002,                0.69991,                0.55327,                 1.1409,                0.67459,                0.45973,                 0.4992,                0.34319,                 1.3989,                  1.839,                 1.7383,                 1.4724,                 2.2157,                 1.7417,              0.0001585,              0.0001585,              0.0001585
                    120,                0.60959,                0.44773,                 1.0764,                0.67686,                0.50873,                  1.112,                0.64028,                0.47834,                0.48278,                 0.3332,                 1.4028,                 1.8718,                 1.7285,                 1.4853,                 2.3154,                 1.7296,              0.0001456,              0.0001456,              0.0001456
                    121,                0.59983,                0.43691,                 1.0675,                0.66538,                0.51035,                 1.1062,                0.65631,                0.49284,                0.50179,                0.34333,                 1.4139,                 1.8679,                 1.7318,                 1.5065,                 2.2929,                 1.7389,             0.00013271,             0.00013271,             0.00013271
                    122,                0.58536,                0.43254,                  1.056,                0.65223,                0.48714,                 1.0917,                0.65571,                0.47973,                0.47447,                0.33156,                 1.4299,                 1.8845,                 1.7473,                 1.5134,                 2.3096,                 1.7489,             0.00011982,             0.00011982,             0.00011982
                    123,                0.58469,                0.41533,                 1.0551,                0.65698,                0.46711,                 1.0955,                0.61418,                0.48667,                0.46304,                0.32486,                 1.4149,                  1.939,                 1.7431,                 1.4973,                 2.3912,                 1.7403,             0.00010692,             0.00010692,             0.00010692
                    124,                0.59363,                0.42867,                 1.0677,                0.65499,                0.48652,                 1.1089,                0.59117,                0.50576,                0.46848,                 0.3251,                 1.4356,                 1.9205,                 1.7654,                 1.5322,                 2.3373,                 1.7658,             9.4029e-05,             9.4029e-05,             9.4029e-05
                    125,                0.57717,                0.41639,                 1.0461,                0.62835,                0.46081,                 1.0813,                0.62096,                0.44837,                0.46004,                0.31307,                 1.4552,                 1.9304,                 1.7828,                 1.5369,                 2.3664,                 1.7823,             8.1136e-05,             8.1136e-05,             8.1136e-05
                    126,                0.57047,                0.40905,                 1.0417,                0.63376,                0.45603,                  1.082,                0.66399,                0.44537,                0.45683,                0.32001,                 1.4458,                 1.9567,                 1.7605,                 1.5399,                 2.4045,                 1.8001,             6.8243e-05,             6.8243e-05,             6.8243e-05
                    127,                0.57223,                  0.416,                 1.0542,                0.63992,                0.48831,                  1.093,                0.66492,                0.47312,                0.48155,                0.33208,                 1.4432,                 1.8801,                 1.7788,                 1.5418,                 2.3842,                 1.7588,              5.535e-05,              5.535e-05,              5.535e-05
                    128,                0.55641,                 0.3978,                 1.0444,                0.62416,                0.46043,                 1.0834,                0.74708,                0.40958,                 0.4731,                0.32973,                 1.4241,                 1.8947,                 1.7577,                 1.5301,                 2.3758,                 1.7388,             4.2456e-05,             4.2456e-05,             4.2456e-05
