                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.95871,                0.67676,                 1.0599,                 1.3664,                  1.116,                 1.0771,                0.50871,                0.36372,                0.33411,                0.21188,                 1.4213,                 1.4398,                 1.4067,                 1.7877,                 2.1729,                 1.3211,             0.00040347,             0.00040347,             0.00040347
                    101,                0.94128,                0.66177,                  1.073,                 1.3286,                 1.0829,                 1.0913,                0.53831,                0.36528,                0.33283,                0.21519,                 1.4309,                 1.4801,                 1.4097,                 1.7945,                 2.2175,                 1.3137,             0.00039057,             0.00039057,             0.00039057
                    102,                0.94161,                0.67114,                 1.0537,                 1.3536,                 1.1178,                 1.0712,                0.52436,                0.35796,                0.33151,                0.21203,                 1.4457,                 1.4706,                 1.4148,                 1.8235,                 2.2178,                  1.318,             0.00037768,             0.00037768,             0.00037768
                    103,                0.93101,                0.65158,                 1.0632,                 1.3091,                 1.0635,                 1.0743,                0.50892,                0.37311,                0.32434,                0.20752,                 1.4652,                 1.4707,                 1.4386,                 1.8125,                 2.2212,                 1.3425,             0.00036479,             0.00036479,             0.00036479
                    104,                0.91771,                0.63173,                 1.0573,                 1.3052,                 1.0441,                 1.0775,                0.51227,                0.36779,                0.31633,                0.20485,                 1.4538,                 1.5986,                 1.4263,                 1.7957,                 2.3044,                 1.3104,             0.00035189,             0.00035189,             0.00035189
                    105,                0.90975,                0.63155,                   1.05,                 1.3174,                 1.0611,                 1.0671,                0.54119,                0.35048,                0.32436,                0.20922,                 1.4389,                 1.5398,                 1.4091,                 1.8235,                 2.2518,                 1.3272,               0.000339,               0.000339,               0.000339
                    106,                0.91136,                0.62923,                 1.0456,                 1.3034,                 1.0474,                 1.0639,                0.48232,                 0.3928,                0.32109,                0.20778,                 1.3982,                 1.5226,                 1.3679,                 1.8097,                 2.2126,                  1.318,             0.00032611,             0.00032611,             0.00032611
                    107,                0.90562,                 0.6305,                 1.0504,                 1.3056,                 1.0595,                 1.0704,                0.50447,                0.34269,                0.30845,                0.20513,                 1.3928,                 1.5884,                  1.352,                 1.7919,                 2.2801,                 1.3028,             0.00031321,             0.00031321,             0.00031321
                    108,                0.91396,                0.63907,                 1.0437,                 1.3147,                 1.0641,                 1.0607,                0.53723,                 0.3578,                0.32658,                0.21479,                 1.4122,                 1.5533,                  1.403,                 1.7872,                 2.2614,                 1.3033,             0.00030032,             0.00030032,             0.00030032
                    109,                0.90141,                0.61506,                 1.0456,                 1.2791,                0.99706,                 1.0632,                0.56846,                 0.3284,                0.30841,                0.20299,                 1.4629,                 1.5653,                 1.4231,                 1.8035,                 2.3506,                 1.3263,             0.00028743,             0.00028743,             0.00028743
                    110,                0.90204,                0.61072,                 1.0389,                 1.2896,                0.99395,                 1.0552,                0.50854,                 0.3524,                0.30884,                0.20217,                  1.441,                 1.5971,                 1.4152,                 1.7944,                 2.3999,                 1.3201,             0.00027453,             0.00027453,             0.00027453
                    111,                0.90302,                0.62038,                 1.0409,                 1.3204,                 1.0526,                   1.06,                0.49856,                0.37225,                0.31874,                0.20341,                 1.4495,                 1.5494,                  1.423,                 1.7961,                 2.3261,                  1.333,             0.00026164,             0.00026164,             0.00026164
                    112,                0.88052,                0.60144,                 1.0348,                 1.2767,                 1.0075,                 1.0539,                0.51162,                0.36435,                 0.3237,                0.21031,                 1.4392,                 1.5404,                 1.4166,                 1.7833,                 2.3404,                 1.3333,             0.00024875,             0.00024875,             0.00024875
                    113,                0.87881,                0.60867,                 1.0268,                 1.2882,                 1.0215,                 1.0447,                0.57035,                0.35484,                0.32321,                0.20564,                 1.4511,                 1.5235,                  1.426,                 1.8334,                 2.2654,                 1.3727,             0.00023585,             0.00023585,             0.00023585
                    114,                0.89046,                0.61035,                 1.0378,                 1.2617,                 1.0038,                 1.0588,                0.54249,                0.35835,                0.31208,                0.20057,                 1.4425,                 1.5692,                  1.432,                 1.7924,                  2.315,                 1.3649,             0.00022296,             0.00022296,             0.00022296
                    115,                0.86704,                0.58601,                 1.0254,                 1.2553,                 0.9832,                  1.043,                0.56398,                0.35444,                0.31774,                0.20292,                 1.4606,                 1.5114,                 1.4448,                  1.823,                 2.2783,                 1.3697,             0.00021007,             0.00021007,             0.00021007
                    116,                0.89752,                0.61713,                 1.0329,                 1.3024,                 1.0343,                 1.0537,                0.54021,                0.37185,                0.31558,                 0.2036,                 1.4485,                 1.5739,                 1.4245,                 1.8329,                 2.3028,                 1.3723,             0.00019717,             0.00019717,             0.00019717
                    117,                0.87019,                0.58538,                 1.0284,                 1.2728,                0.99976,                 1.0493,                0.51024,                0.36994,                0.32013,                0.20806,                  1.449,                 1.5555,                 1.4292,                 1.8219,                 2.3201,                 1.3725,             0.00018428,             0.00018428,             0.00018428
                    118,                0.86648,                0.58944,                 1.0306,                 1.2535,                0.99393,                 1.0499,                0.53962,                0.37038,                0.31269,                0.20232,                 1.4576,                 1.5623,                 1.4417,                  1.821,                  2.353,                 1.3703,             0.00017139,             0.00017139,             0.00017139
                    119,                0.90697,                0.57738,                 1.0346,                  1.241,                 0.9598,                  1.053,                0.52205,                0.35536,                0.31835,                 0.2071,                 1.4305,                 1.5748,                  1.418,                 1.7964,                 2.4267,                 1.3651,              0.0001585,              0.0001585,              0.0001585
                    120,                0.91102,                0.59832,                 1.0391,                 1.2452,                0.99907,                 1.0566,                0.51187,                0.34346,                0.30021,                0.19637,                 1.4299,                 1.5649,                 1.4169,                 1.8121,                 2.4264,                 1.3403,              0.0001456,              0.0001456,              0.0001456
                    121,                0.87177,                0.57132,                 1.0192,                 1.2162,                0.95916,                 1.0396,                0.55239,                 0.3427,                0.31277,                0.20138,                  1.458,                 1.5905,                 1.4396,                 1.8142,                 2.3852,                 1.3557,             0.00013271,             0.00013271,             0.00013271
                    122,                0.88291,                0.57884,                 1.0229,                 1.2297,                  0.952,                 1.0476,                0.55595,                0.34908,                0.30577,                0.19877,                 1.4488,                 1.5413,                 1.4532,                 1.8164,                 2.3676,                 1.3554,             0.00011982,             0.00011982,             0.00011982
                    123,                0.89016,                0.57817,                  1.027,                 1.2289,                0.96432,                 1.0458,                0.56313,                0.35884,                0.31555,                0.20003,                 1.4577,                 1.5016,                 1.4672,                 1.8182,                 2.3447,                 1.3761,             0.00010692,             0.00010692,             0.00010692
                    124,                0.87083,                0.56273,                 1.0087,                 1.2079,                0.94551,                  1.034,                0.53853,                0.36494,                0.31388,                0.20085,                 1.4594,                  1.525,                 1.4693,                 1.8285,                 2.3582,                 1.3867,             9.4029e-05,             9.4029e-05,             9.4029e-05
                    125,                0.86975,                0.55884,                 1.0082,                 1.2137,                0.92941,                 1.0313,                 0.5311,                0.35494,                0.30946,                0.19905,                 1.4672,                 1.5585,                 1.4781,                  1.827,                 2.4257,                 1.3777,             8.1136e-05,             8.1136e-05,             8.1136e-05
                    126,                0.85191,                0.54679,                0.99974,                 1.1743,                0.89889,                 1.0233,                0.53016,                0.32168,                0.29381,                0.19143,                   1.46,                 1.5825,                 1.4628,                 1.8298,                  2.468,                 1.3851,             6.8243e-05,             6.8243e-05,             6.8243e-05
                    127,                0.85548,                 0.5518,                 1.0045,                  1.183,                0.92668,                 1.0288,                0.55032,                0.33497,                0.29787,                0.19251,                 1.4631,                 1.5782,                 1.4607,                 1.8263,                 2.4474,                 1.3814,              5.535e-05,              5.535e-05,              5.535e-05
                    128,                0.86857,                0.55954,                 1.0032,                 1.2071,                0.92809,                 1.0276,                0.52261,                0.33411,                0.30099,                0.19497,                 1.4682,                 1.5832,                 1.4682,                 1.8307,                 2.4511,                 1.3878,             4.2456e-05,             4.2456e-05,             4.2456e-05
